Sample	Actinomyces_europaeus	Actinomyces_radingae	Actinomyces_sp_HPA0247	Acutalibacter_muris	Aeriscardovia_aeriphila	Akkermansia_muciniphila	Anaerococcus_hydrogenalis	Anaerococcus_prevotii	Anaerococcus_vaginalis	Anaerotruncus_sp_G3_2012	Bacteroides_caecimuris	Bacteroides_thetaiotaomicron	Bifidobacterium_breve	Bifidobacterium_longum	Bifidobacterium_pseudolongum	Blautia_coccoides	Campylobacter_ureolyticus	Citrobacter_amalonaticus	Citrobacter_freundii	Citrobacter_pasteurii	Citrobacter_rodentium	Citrobacter_youngae	Clostridioides_difficile	Clostridium_aldenense	Clostridium_asparagiforme	Clostridium_bolteae	Clostridium_butyricum	Clostridium_clostridioforme	Clostridium_cocleatum	Clostridium_innocuum	Clostridium_lavalense	Clostridium_neonatale	Clostridium_paraputrificum	Clostridium_perfringens	Clostridium_sp_7_2_43FAA	Clostridium_sp_ASF356	Clostridium_sp_ASF502	Corynebacterium_simulans	Corynebacterium_striatum	Cutibacterium_acnes	Cutibacterium_avidum	Dermabacter_hominis	Dorea_sp_5_2	Enterobacter_cloacae_complex	Enterococcus_faecalis	Enterococcus_gallinarum	Enterorhabdus_caecimuris	Escherichia_coli	Finegoldia_magna	Fusobacterium_nucleatum	Gemella_asaccharolytica	Klebsiella_aerogenes	Klebsiella_michiganensis	Klebsiella_oxytoca	Klebsiella_pneumoniae	Klebsiella_quasipneumoniae	Klebsiella_variicola	Lachnospiraceae_bacterium_28_4	Lachnospiraceae_bacterium_A2	Lachnospiraceae_bacterium_A4	Lachnospiraceae_bacterium_M18_1	Lactobacillus_johnsonii	Lactobacillus_murinus	Lactobacillus_paragasseri	Leclercia_adecarboxylata	Morganella_morganii	Mycobacteroides_abscessus	Negativicoccus_succinicivorans	Oscillibacter_sp_1_3	Parasutterella_excrementihominis	Peptoniphilus_harei	Proteobacteria_bacterium_CAG_139	Proteus_hauseri	Proteus_mirabilis	Pseudomonas_aeruginosa_group	Serratia_marcescens	Sphingomonas_melonis	Staphylococcus_argenteus	Staphylococcus_aureus	Staphylococcus_epidermidis	Staphylococcus_hominis	Staphylococcus_warneri	Streptococcus_agalactiae	Streptococcus_gordonii	Streptococcus_salivarius	Streptococcus_thermophilus	Turicimonas_muris	Varibaculum_cambriense	Veillonella_dispar	Veillonella_parvula	Richness
GF6_A4_COLON_D54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.85086	0	0	0	0	0	0	0	0	0	17.07915	0	25.02814	0	0	0	0	0	0	0	0	0	0	0	0	44.39342	0.64843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
GF6_A8_COLON_D54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.88971	0	0	0	0	0	0	0	0	1.58105	20.06262	0	49.61964	0	0	0	0	0	0	0	0	0	0	0	0	6.84698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
GF6_B3_D63	0	0	0	0	0	0	0	0	0	0	0	0	1.22541	0	0	0	0	11.77846	74.12905	0	0	9.00201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
GF6_B7_D87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03911	0	0	22.19807	0	0	0	0	0.18043	76.23547	0.34692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
GF7_B2_D30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73003	0	0	0	0	0	0	0.04643	0	0	0	0.43847	0	0	0	0	0	0	0	0	0	0	0.82848	0	0	0	0	0	0	97.95659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
GF7_CONTAMINANT	0	0	0	0	0	0	0	0	0	0	47.69532	43.79788	0	0	0	0	0	0	0	0	0	0	1.74343	0	0	0	0	0	0	0	0	0.44722	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
GF8_C1_D33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55279	0	0	0	0	0	0	47.33128	0	0	0	5.32113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.08858	0	7.70623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Gn3_A1_Stool	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04447	0	0	33.8117	0	0	0	61.51922	0	0	0.83515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Gn3_AB6_Stool	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88815	0	0	41.84593	0	0	0	0	0	8.25498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42645	40.58448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Gn3_B13_Stool	0	0	0	0	0	0	0	0	0	0	0	0	0.57817	0	0	0	0	0	0	0	0	0	0.72941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00683	0	0	80.79704	0	0	0	0	0	16.88856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Gn3_B3_Stool	0	0	0	0	0	0	0	0	0	0	0	0	0.10289	0	0	0	0	0	0	0	0	0	0.04952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.73329	0	0	0.40138	0	0	0	0	0	0.71292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
gnoto1_BA1_d10	0	0	0	0	0	0	0	0	0	0	0	0	0.86614	0	0	0	0	0	0	0	0	0	1.74548	0	0	0	0	0	0	0	0	0	0.81076	0	0	0	0	0	0	0	0	0	0	0	81.98658	0	0	14.59103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
gnoto1_BM4_d10	0	0	0	0	0	0	0	0	0	0	0	0	8.80256	0	0	0	0	0	0	0	0	0	2.50328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.69012	0	0	49.46164	0	0	0	0	0	16.54241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
gnoto1_BP1_d10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.62436	0	0	0	0	0	0	0	0.13679	83.93292	0.09544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
gnoto2_BA1_d10	0	0	0	0	0	0	0	0	0	0	0	0	78.40164	0	0	0	0	0	0	0	0	0	0.51499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62201	0	0	14.07533	0	0	0	0	0	0.38602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
gnoto2_BA1_d20_colon	0	0	0	0	0	0	0	0	0	0	0	0	33.24854	0	0	0	0	0	0	0	0	0	4.33126	0	0	0	0	0	0	0	0	0	27.70995	0	12.40575	0	0	0	0	0	0	0	0	0	0	0	0	22.30451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
gnoto2_BM2_d20_colon	1.71781	0	0	0	0	0	0	0	0	0	0	0	68.90635	0	0	0	0	0	0	0	0	0	7.37918	0	0	0	0	0	0	0	0	0	21.21195	0	0.78471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
gnoto2_BP5_d10	0	0	0	0	0	0	0	0	0	0	0	0	11.27047	0	0	0	0	0	0	0	0	0	4.81114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.01278	0	0	3.85496	0	0	0	0	0	1.05065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
gnoto2_BP6_d10	0	0	0	0	0	0	0	0	0	0	0	0	0.48643	0	0	0	0	0	0	0	0	0	1.75782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.72117	0	0	7.90248	0	0	0	0	0	1.1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
C2-d37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82149	0	0	0	0	0	0	4.3921	0	0	0.98708	0	10.07294	0	0	0	0	0	0	0	0	0	11.64609	0	0	0	0	0	0	69.08031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
C4-d45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.17998	0	0	0	0	0	0	30.62652	0	6.46126	6.56143	47.76617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
C7-d33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78265	0	0	0	0	0	0	0	0	0	0	0.5973	0	0	0	0	0	0	0	0	0	0	58.84773	0	0	33.5333	0	0	0	5.7086	0	0.53043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
C7-d38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1695	0	0	0	0	0	0	9.16195	0	0	5.63716	0	3.61778	0	0	0	0	0	0	0	0	0	16.63315	0	0	0	0	0	0	62.78046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CONV_MERO4_COLON	0	0	0	0	0	0	0	0	0	0	24.16463	0	0	0	0	17.00952	0	0	0	0	0	0	15.38157	0.18064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.30874	26.9549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CONV_MERO4_D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.2791	0.01078	0	0	0	1.59727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75552	24.3404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CONV_PBS3_COLON	0	0	0	0	0	5.25609	0	0	0	0	10.06663	37.23484	0	0	0	0.57373	0	0	0	0	0	0	0	0	0	0	0	46.02014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF10_A1_d80_colon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.44228	0	0	0	0	0	0	0.63293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.06572	0	0	2.54081	0	0	0	69.46602	0	0.85223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF10_A2_d104_colon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18491	0	0	0	0	0	0	0.0691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11575	0	0	2.97899	0	0	0	91.31347	0	0	0.33778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF10_C2_D34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12783	0	0	0	0	0	0	0.38864	0	0	0	1.02488	0	0	0	0	0	0	0	0	0	0	6.92085	0	0	0	0	0	0	89.67142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86638	6
GF11_A4_D37	0	0	0	0	0	0	0	0	0	0	0	0	0.76533	0	0	0	0	0	8.54444	0	0	1.61619	0	0	0	0	0	0	0	0	0	0	0.28289	0	0	0	0	0	0	0	0	0	0	0	4.02981	0	0	84.76134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF11_B2_d71	0	0	0	0	0	0	0	0	0	0	0	0	2.01421	0	0	0	0	0	77.86397	0	0	9.87659	0.21354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.41894	0	0	0	0	0	0	0	0	0.61275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF11_C6_d71	0	0	0	0	0	0	0	0	0	0	0	0	3.97129	0	0	0	0	0	79.47938	0	0	12.02127	0.65708	0	0	0	0	0	0	0	0	0	1.77669	0	0	0	0	0	0	0	0	0	0	0	2.09429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF11_C6_d72	0	0	0	0	0	0	0	0	0	0	0	0	1.85678	0	0	0	0	0	83.75921	0	0	11.35459	0.59243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26374	0	0	0	0	0	0	0	0	0.17325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF12_B2_d79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.087	0	0	0	0	0	0	0.03945	0	0	0.70155	2.55805	0	0	0	0	0	0	0	0	0	0	0.35482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.25914	0	0	0	0	0	0	0	0	0	0	6
GF12_C1_d82_colon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.94103	0	0	0	0	0	0	37.97854	0	1.23862	24.7158	0	16.33435	0	0	0	0	0	0	0	0	0	6.79165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF14_A6_d34_colon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13427	0	0	0	0	0.29983	0	0	0	0	0	0	0	0	0	0	0	0	42.49067	0	0	0	45.97065	0	7.61679	1.48779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF14_A8_d94_stool	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33258	0	0	0	0	0	0	0	0	0	0	0.53312	0	0	0	0	0	0	0	0	0	0	1.21742	0	0	0.45838	0	0	0	96.05977	0	0	1.39873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF14_d89_B2_stool	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35039	0	0	0.93512	0	0	0	92.7003	0	3.1454	0.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF14_d90_B2_stool	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39684	0	0	0.9488	0	0	0	91.06628	0	3.43668	0.1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_A1_d72_stool	0	0	0	0	0	0	0	0	0	0	0	0	1.83142	0	0	0	0	0	0	0	0	0	1.44116	0	0	0	0	0	0	0	0	0	6.74183	0	0	0	0	0	0	0	0	0	0	0	4.5672	0	0	0.15548	0	0	0	85.26291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_A5_d108_colon	0	0	0	0	0	0	0	0	0	0	0	0	1.34013	0	0	0	0	0	0.4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.33945	22.01874	3.24044	0.61345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_A5_d32	0	0	0	0	0	0	0	0	0	0	0	0	1.40356	0	0	0	0	0	85.51362	0	0	10.10936	1.12285	0	0	0	0	0	0	0	0	0	1.39342	0	0	0	0	0	0	0	0	0	0	0	0.45719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_A6_d108_colon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.99339	0	0	0	66.32062	10.58026	2.82143	1.41948	0	0	0	0	0	0	0	0	0	0	2.86482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_B1_d32	0	0	0	0	0	0	0	0	0	0	0	0	2.61814	0	0	0	0	0	81.86867	0	0	7.56827	1.39478	0	0	0	0	0	0	0	0	0	3.23806	0	0	0	0	0	0	0	0	0	0	0	3.31209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_b1_d97_colon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.28788	0	0	0.85624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.5857	2.99197	9.07408	0	0	0	0	0	0	0	0	0	0	0	9.20413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_B10_d97_colon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.18564	0	0	0.71304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.26935	27.32405	3.86909	0	0	0	0	0	0	0	0	0	0	0	8.63882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_B2_d32	0	0	0	0	0	0	0	0	0	0	0	0	2.10322	0	0	0	0	0	84.52669	0	0	7.38328	1.35143	0	0	0	0	0	0	0	0	0	2.53416	0	0	0	0	0	0	0	0	0	0	0	2.10123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_B2_d33	0	0	0	0	0	0	0	0	0	0	0	0	2.97421	0	0	0	0	0	81.28925	0	0	8.81758	0.57595	0	0	0	0	0	0	0	0	0	4.00589	0	0	0	0	0	0	0	0	0	0	0	2.33712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_B2_d35_colon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.97345	0	0	0.7238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72045	0	0	0	23.79614	0	30.84067	0	0	0	0	0	0	0	0	0	0	0	29.94548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_B4_d34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.99613	0	0	4.85794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.45848	0	0	0	24.68564	0	11.05862	0	0	0	0	0	0	0	0	0	0	0	12.94319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_b5_d95_stool	0	0	0	0	0	0	0	0	0	0	0	0	0.99496	0	0	0	0	0	0	0	0	0	1.13163	0	0	0	0.05321	0	0	0	0	0	4.53225	0	0	0	0	0	0	0	0	0	0	0	4.24791	0	0	0	0	0	0	89.04004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_b6_d95_stool	0	0	0	0	0	0	0	0	0	0	0	0	0.13277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76838	0	0	0	0	0	0	13.8748	70.12839	14.20706	0.8886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_b7_d97_colon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.89262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63504	0	0	0	38.80354	41.97616	1.35567	0	0	0	0	0	0	0	0	0	0	0	4.33697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_c2_d105_stool	0	0	0	0	0	0	0	0	0	0	0	0	0.0782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48893	0	0	0.78102	0	0	0	92.43596	1.35246	0	0.86344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_C4_d38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.2038	1.00067	0	7.04259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95743	0	0	0	8.00895	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_C5_d36	0	0	0	0	0	0	0	0	0	0	0	0	0.10864	0	0	0	0	0	58.55004	0	0	6.5254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.15074	0	0	0.12481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_C5_d37	0	0	0	0	0	0	0	0	0	0	0	0	0.8768	0	0	0	0	0	58.80638	0	0	8.73718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.72677	0	0	0	0	0	0	0	0	0.50011	0	0	0	0	0	0	0	0	0	0	0	10.35275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_C5_d39_colon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.31955	0	0	4.95225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.34721	9.65007	4.90727	0	0	0	0	0	0	0	0	0	0	0	0.82365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_c6_d105_stool	0	0	0	0	0	0	0	0	0	0	0	0	0.1158	0	0	0	0	0	0	0	0	0	0.10229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31141	0	0	0.39747	0	0	0	92.71022	0	0	1.36281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GF15_C6_d72_stool	0	0	0	0	0	0	0	0	0	0	0	0	1.17734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74597	0	0	0.72805	0	0	0	95.50761	0	0.28063	1.56041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
