Sample,Klebsiella_aerogenes,Klebsiella_pneumoniae,Achromobacter_xylosoxidans,Escherichia_coli,Klebsiella_variicola,Klebsiella_quasipneumoniae,Enterococcus_faecalis,Achromobacter_insuavis,Pedobacter_nutrimenti,Delftia_acidovorans,Paenibacillus_pasadenensis,Acinetobacter_gandensis,Acinetobacter_johnsonii,Clostridium_perfringens,Clostridium_neonatale,Klebsiella_oxytoca,Clostridium_innocuum,Clostridioides_difficile,Clostridium_paraputrificum,Clostridium_sp_7_2_43FAA,Veillonella_parvula,Proteus_mirabilis,Citrobacter_freundii,Klebsiella_michiganensis,Peptoniphilus_harei,Campylobacter_ureolyticus,Varibaculum_cambriense,Finegoldia_magna,Proteus_hauseri,Citrobacter_amalonaticus,Gemella_asaccharolytica,Citrobacter_youngae,Citrobacter_rodentium,Enterococcus_gallinarum,Bacteroides_caecimuris,Bacteroides_thetaiotaomicron,Akkermansia_muciniphila,Lactobacillus_johnsonii,Blautia_coccoides,Clostridium_clostridioforme,Clostridium_aldenense,Lactobacillus_murinus,Parasutterella_excrementihominis,Proteobacteria_bacterium_CAG_139,Turicimonas_muris,Streptococcus_salivarius,Staphylococcus_epidermidis,Veillonella_dispar,Clostridium_asparagiforme,Clostridium_lavalense,Sphingomonas_melonis,Anaerococcus_vaginalis,Bifidobacterium_breve,Clostridium_bolteae,Clostridium_butyricum,Morganella_morganii,Anaerococcus_hydrogenalis,Negativicoccus_succinicivorans,Actinomyces_europaeus,Corynebacterium_simulans,Staphylococcus_warneri,Staphylococcus_aureus,Dermabacter_hominis,Staphylococcus_argenteus,Corynebacterium_striatum,Citrobacter_pasteurii,Aeriscardovia_aeriphila,Streptococcus_thermophilus,Streptococcus_gordonii,Mycobacteroides_abscessus,Lachnospiraceae_bacterium_28_4,Lachnospiraceae_bacterium_A4,Acutalibacter_muris,Anaerotruncus_sp_G3_2012,Dorea_sp_5_2,Lachnospiraceae_bacterium_A2,Clostridium_sp_ASF502,Enterorhabdus_caecimuris,Clostridium_sp_ASF356,Lachnospiraceae_bacterium_M18_1,Oscillibacter_sp_1_3,Bifidobacterium_pseudolongum,Clostridium_cocleatum,Tissierellia_bacterium_S5_A11,Collinsella_SGB47280,Clostridium_tertium,Enterobacter_cloacae_complex,Cutibacterium_acnes,Fusobacterium_nucleatum,Pseudomonas_aeruginosa_group,Ruthenibacterium_lactatiformans,Bifidobacterium_longum,Streptococcus_agalactiae,Cutibacterium_avidum,Actinomyces_sp_HPA0247,Serratia_marcescens,Lactobacillus_paragasseri,Leclercia_adecarboxylata,Staphylococcus_hominis,Actinomyces_radingae,Anaerococcus_prevotii,Bacillus_cereus_group,Burkholderia_contaminans,Lactobacillus_casei_group
GF20_d127_a1,0,0,0,76.7108,0,0,0,0,0,0,0,0,0,0,0,23.2892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a2,0,0,0,66.17866,0,0,0,0,0,0,0,0,0,0,0,25.82225,0,0,0,0,0,0,0,7.99908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a7,0,0,0,34.31851,0,0,0,0,0,0,0,0,0,0,0,65.68149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a9,0,0,0,84.59224,0,0,0,0,0,0,0,0,0,0,0,15.40776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d140_c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d161_b2,0,0,0,81.72426,0,0,0.13114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.69448,0,0,0,0,0,0,0,0,1.41897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d161_b4,0,0,0,81.69693,0,0,0.85692,0,0,0,0,0,0,0,0,0,0,0.23284,0,0,0,0,14.35874,0.05157,0,0,0,0,0,0,0,1.68249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d161_b6,0,0,0,91.24548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.70335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d161_b8,0,0,0,65.04954,0,0,0.36998,0,0,0,0,0,0,0,0,29.27323,0,0,0,0,0,0,5.13395,0,0,0,0,0,0,0,0,0.10561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b1,0,0,0,86.14421,0,0,1.65474,0,0,0,0,0,0,0,0,12.20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b2,0,0,0,29.76541,0,0,0,0,0,0,0,0,0,0,0,2.17781,0,0,0,0,0,0,46.01325,12.92194,0,0,0,0,0,0,0,9.12158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b3,0,0,0,58.79996,0,0,0,0,0,0,0,0,0,0,0,0.98272,0,0,0,0,0,0,24.02049,13.08916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b4,0,0,0,51.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51224,24.33189,0,0,0,0,0,0,0,3.38487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b5,0,0,0,52.09674,0,0,0,0,0,0,0,0,0,0,0,2.26079,0,0,0,0,0,0,29.40153,6.30561,0,0,0,0,0,0,0,3.79589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b6,0,0,0,86.66117,0,0,0,0,0,0,0,0,0,0,0,1.63481,0,0,0,0,0,0,4.90941,5.73996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b7,0,0,0,32.69005,0,0,0,0,0,0,0,0,0,0,0,1.74632,0,0,0,0,0,0,42.99861,18.28997,0,0,0,0,0,0,0,4.27504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b8,0,0,0,78.85165,0,0,0,0,0,0,0,0,0,0,0,1.69116,0,0,0,0,0,0,11.48316,2.63069,0,0,0,0,0,0,0,1.89362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b9,0,0,0,64.8741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d167_damb,0,0,0,1.85109,0,0,1.15517,0,0,0,0,0,0,0,0,15.72624,0,0,0,0,0,0,7.09509,68.54264,0,0,0,0,0,0,0,1.12953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c1,0,0,0,33.61783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.90143,6.00486,0,0,0,0,0,0,0,3.47588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c2,0,0,0,1.37784,0,0,0,0,0,0,0,0,0,0,0,4.65436,0,0,0,0,0,0,89.82192,0,0,0,0,0,0,0,0,4.14588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.49813,37.02736,0,0,0,0,0,0,0,10.14151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.74842,0,0,0,0,0,0,7.42839,53.21086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.61233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c7,0,0,0,0.61551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.50972,0,0,0,0,0,0,0,0,14.07817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44853,0,0,0,0,0,0,43.17086,46.56243,0,0,0,0,0,0,0,4.81817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.63498,0.40891,0,0,0,0,0,0,0,8.95611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_a3,0,0,0,2.21241,0,0,90.46654,0,0,0,0,0,0,0,0,0,0,0.75657,0.01854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27753,0,0,5.26841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_a4,0,0,0,0,0,0,2.29877,0,0,0,0,0,0,0,0,0,0,0.67582,0.17187,0,0,0,79.44051,0,0,0,0,0,0,0,0,8.37135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38273,0,0,7.65896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_a5,0,0,0,95.34382,0,0,1.5821,0,0,0,0,0,0,0,0,0,0,0.75216,0.07427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64774,0,0,0.59991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_b2,0,0,0,2.51317,0,0,13.47497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.87818,0,0,0,0,0,0,0,0,7.02769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_b3,0,0,0,3.55553,0,0,0.52866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.24114,0,0,0,0,0,0,0,0,9.67467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_b4,0,0,0,12.60183,0,0,7.76074,0,0,0,0,0,0,0,0,0,0,0.02406,0,0,0,0,71.5799,0,0,0,0,0,0,0,0,7.52304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d34_a2,0,0,0,75.14568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.85432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d34_a4,0,0,0,4.68756,0,0,1.79183,0,0,0,0,0,0,0,0,0,0,0.59757,0.47323,0,0,0,54.43604,0,0,0,0,0,0,0,0,7.32894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12183,0,0,29.56301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d34_b3,0,0,0,5.63629,0,0,0.99942,0,0,0,0,0,0,0,0,0,0,0.12113,0,0,0,0,83.55948,0,0,0,0,0,0,0,0,8.73399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d35_a2,0,0,0,99.5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2797,0,0,0.1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d35_a3,0,0,0,68.87012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.68436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.52496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a2,0,0,0,52.87116,0,0,0,0,0,0,0,0,0,0,0,0.58831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.54053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a4,0,0,0,8.57683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.42317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a5,0,0,0,1.88966,0,0,0,0,0,0,0,0,0,0,0,25.15903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.95131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_b5,0,0,0,45.19637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.80363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d39_dama,0,0,0,1.4423,0,0,4.03293,0,0,0,0,0,0,0,12.21827,0.78963,0,7.10677,12.05229,0,0,0,1.12175,0.01477,0,0,0,0,0,0,0,0.10298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.10052,0,1.24335,0.51793,0,0,1.25348,0,0,0,0,0,0,0,0.00303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d39_damc,0,0,0,2.07427,0,0,3.977,0,0,0,0,0,0,0,14.03533,0,0,7.48028,15.1145,0,0,0,0.05186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.57402,0,1.19624,0.47627,0,0,0.02025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d40_c3,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d40_c5,0,0,0,53.97815,0,0,4.45957,0,0,0,0,0,0,0,0,0,0,0,22.29006,0,0,0,19.27222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d40_c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.36407,0,0,0,0,0,0,0,0,16.63593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c1,0,0,0,13.50519,0,0,0.60987,0,0,0,0,0,0,0,0,0,0,2.08096,17.36972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52166,65.9126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c10,0,0,0,45.77587,0,0,3.49855,0,0,0,0,0,0,0,0,0,0,2.22226,38.77278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22531,9.50522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c2,0,0,0,12.98289,0,0,4.25906,0,0,0,0,0,0,0,0,0,0,0.58591,10.38498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.78715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
